"","ciudad","semana_ano","dia_semana_inicio","vegetacion_noreste","vegetacion_noroeste","vegetacion_sureste","vegetacion_suroeste","precipitacion","temperatura_aire","humedad_relativa","humedad_especifica","temperatura_promedio","temperatura_maxima","temperatura_minima","casos_totales"
"366","iq",28,"2007-07-09",0.3217667,0.2734,0.2545,0.3513,18.78,297.385714286,83.3871428571,15.4157142857,26.75,32.7,19.9,4
"367","iq",29,"2007-07-16",0.3075571,0.3397,0.3642429,0.3648429,26.29,296.058571429,94.2471428571,16.3914285714,26.5333333333,31.3,20.9,1
"368","iq",30,"2007-07-23",0.3589714,0.4017571,0.2960857,0.4225,27.91,297.64,84.1557142857,15.8457142857,27.35,33.2,20.7,8
"369","iq",31,"2007-07-30",0.4172286,0.3699286,0.3669714,0.4898714,70.88,296.724285714,82.5714285714,14.7185714286,24.25,34,16.4,5
"370","iq",32,"2007-08-06",0.2782429,0.2361286,0.2923,0.2669571,35.77,297.82,76.6185714286,14.3371428571,26.475,32.7,17.2,3
"371","iq",33,"2007-08-13",0.2666667,0.2719333,0.2438857,0.1964571,36.78,298.091428571,80.9357142857,15.5657142857,26.9,33.1,21.3,2
"372","iq",34,"2007-08-20",0.3393714,0.3569714,0.3291286,0.3687143,9.06,298.785714286,79.3342857143,15.7571428571,27.125,33.3,19.9,7
"373","iq",35,"2007-08-27",0.2787857,0.2463571,0.2349857,0.3737429,30.26,300.667142857,67.7571428571,14.7942857143,27.05,34.7,19.9,1
"374","iq",36,"2007-09-03",0.27955,0.2826857,0.3277143,0.3280571,76.28,297.098571429,92.6571428571,17.1828571429,26.3,34,20.9,6
"375","iq",37,"2007-09-10",0.2888167,0.2889571,0.2660714,0.3393,49.85,298.56,84.4128571429,16.65,26.9,32.9,21.4,7
"376","iq",38,"2007-09-17",0.3156571,0.3545,0.3326429,0.4172,58.22,298.508571429,86.7071428571,17.3671428571,27.2,33,21.6,5
"377","iq",39,"2007-09-24",0.2309,0.2363429,0.2308857,0.3128,59.79,299.698571429,78.5642857143,16.8042857143,27.8333333333,34.1,21.1,2
"378","iq",40,"2007-10-01",0.3199714,0.2544167,0.3151,0.2934714,37.28,298.281428571,89.8442857143,17.84,28.4,35.5,21.6,6
"379","iq",41,"2007-10-08",0.3851857,0.4050714,0.3106286,0.4381286,39.09,299.575714286,80.45,17.01,28.4,34.2,21.8,11
"380","iq",42,"2007-10-15",0.2251286,0.1505143,0.1959857,0.2383857,74.52,299.444285714,86.7057142857,18.2657142857,29,35.2,21.9,6
"381","iq",43,"2007-10-22",0.4034714,0.3202286,0.4087,0.4229,106.73,296.971428571,94.7814285714,17.5428571429,26.9,32.1,20.9,3
"382","iq",44,"2007-10-29",0.2657429,0.2856,0.2923143,0.2469143,51.28,297.83,95.5928571429,18.6728571429,27,34,21.6,11
"383","iq",45,"2007-11-05",0.3334571,0.3242571,0.2469,0.3311286,69.88,299.478571429,84.85,17.9785714286,28.7,34.8,22.5,11
"384","iq",46,"2007-11-12",0.1784286,0.12875,0.2167714,0.1853,109.5,298.134285714,93.5542857143,18.5485714286,27.675,33.5,21.6,5
"385","iq",47,"2007-11-19",0.2284714,0.1886571,0.2345571,0.1996714,52.27,297.681428571,96.2142857143,18.6128571429,26.62,33.3,21.8,4
"386","iq",48,"2007-11-26",0.16564,0.1793,0.1276,0.1819143,129.33,297.88,96.5228571429,18.9242857143,27.125,32.3,22.4,9
"387","iq",49,"2007-12-03",0.2993714,0.3367143,0.2615857,0.3498429,73.16,298.52,91.6542857143,18.6071428571,27.9,33,22.8,23
"388","iq",50,"2007-12-10",0.3138333,0.2335143,0.2426,0.2937429,83.39,299.048571429,86.7557142857,17.91,28.85,34.2,22.6,28
"389","iq",51,"2007-12-17",0.2698,0.2756857,0.2755143,0.2367143,146.13,297.141428571,96.0742857143,18.0342857143,27.625,32.9,22.4,26
"390","iq",52,"2007-12-24",0.1992,0.1947667,0.1711111,0.2308222,53.57,297.64,93.4685714286,17.9828571429,27.7,32.1,21.7,7
"391","iq",1,"2008-01-01",0.1914714,0.1554143,0.1760143,0.1872429,19.95,299.277142857,78.67,16.26,28.275,36,21.5,29
"392","iq",2,"2008-01-08",0.4449333,0.27585,0.3569,0.4697286,71.84,296.095714286,95.28,16.6814285714,25.8,31.4,22.6,58
"393","iq",3,"2008-01-15",0.1882286,0.2208286,0.2332429,0.1699714,95.97,298.034285714,94.9685714286,18.8657142857,27.4333333333,33.8,21.8,26
"394","iq",4,"2008-01-22",0.2779714,0.3249286,0.2219143,0.2956714,102.59,297.207142857,95.1257142857,17.84,NA,31.3,21.9,38
"395","iq",5,"2008-01-29",0.35195,0.3705714,0.3138,0.4029714,110,298.398571429,93,18.6857142857,27.5666666667,32.2,22.8,35
"396","iq",6,"2008-02-05",0.2256429,0.17075,0.1981,0.1860714,38.72,299.49,78.1314285714,16.2842857143,27.8666666667,34.5,20.5,37
"397","iq",7,"2008-02-12",0.1739429,0.1989167,0.1684286,0.1734286,47.23,297.77,95.7071428571,18.5571428571,26.6,31.7,22.1,20
"398","iq",8,"2008-02-19",0.24095,0.2236,0.1620429,0.1874429,122.64,297.095714286,92.37,17.13,28,33.4,22,29
"399","iq",9,"2008-02-26",0.3493143,0.2227286,0.2677286,0.3878714,101.33,296.964285714,96.9271428571,17.9471428571,26.85,32.5,22.5,25
"400","iq",10,"2008-03-04",0.1697429,0.1386667,0.1700571,0.2008429,210.83,297.754285714,88.9728571429,17.0642857143,27.18,33.3,21.9,23
"401","iq",11,"2008-03-11",0.1292429,0.1729571,0.1260286,0.1506571,96.05,298.017142857,89.2685714286,17.5057142857,26.25,33.2,22.2,9
"402","iq",12,"2008-03-18",0.2383333,0.2327286,0.1239429,0.2000714,91.87,296.755714286,93.4514285714,16.9971428571,NA,31.7,22,3
"403","iq",13,"2008-03-25",0.3366,0.3042143,0.3229,0.3773143,62.13,297.094285714,94.0742857143,17.5071428571,26.9,31.7,22.6,6
"404","iq",14,"2008-04-01",0.2700833,0.1902714,0.1906571,0.2151571,107,297.694285714,90.9571428571,17.4214285714,27.8666666667,33.4,22.5,6
"405","iq",15,"2008-04-08",0.2843571,0.3536714,0.3217857,0.3028286,71.45,297.537142857,95.1571428571,18.3157142857,28.3,32.8,21,3
"406","iq",16,"2008-04-15",0.3026143,0.2446714,0.2963143,0.3287571,79.74,297.447142857,92.1242857143,17.5042857143,26.8,33.6,21.7,1
"407","iq",17,"2008-04-22",0.2706,0.3713143,0.3442286,0.2830714,42.05,296.76,97.9714285714,17.9642857143,26.65,33,21.6,3
"408","iq",18,"2008-04-29",0.06172857,0.1339,0.09471429,0.1178429,42.12,298.072857143,93.6628571429,18.3985714286,27.8666666667,32.5,22.7,1
"409","iq",19,"2008-05-06",0.1361571,0.1631571,0.1391571,0.1345571,50.5,295.975714286,93.1585714286,16.18,26.6,32.4,20.6,1
"410","iq",20,"2008-05-13",0.1963857,0.29632,0.2641571,0.2255857,30.08,294.85,91.5042857143,14.78,26.1666666667,31,18,0
"411","iq",21,"2008-05-20",0.2210167,0.2353167,0.1804429,0.1994714,45.69,296.268571429,96.6214285714,17.1442857143,26.35,31.5,21.4,2
"412","iq",22,"2008-05-27",0.12245,0.1571,0.086,0.1033143,72.04,296.741428571,96.0257142857,17.52,27.2,32.3,21.7,1
"413","iq",23,"2008-06-03",0.1951857,0.1577143,0.1844286,0.1336143,30.09,296.4,93.9828571429,16.7114285714,26.9,31.1,20.4,1
"414","iq",24,"2008-06-10",0.2937429,0.2643667,0.2466286,0.2919571,13.27,296.187142857,88.81,15.3757142857,NA,NA,17.8,0
"415","iq",25,"2008-06-17",0.2240286,0.1754714,0.2656571,0.2452143,111.18,296.742857143,95.86,17.4471428571,NA,NA,21,0
"416","iq",26,"2008-06-24",0.1970429,0.2779833,0.2139429,0.2656143,89.88,296.458571429,93.7957142857,16.7128571429,NA,NA,18,1
"417","iq",27,"2008-07-01",0.3048286,0.2336714,0.2489143,0.2558143,0,296.542857143,86.5242857143,15.2857142857,NA,NA,20.8,0
"418","iq",28,"2008-07-08",0.15385,0.1495857,0.3294429,0.1328857,0,296.545714286,85.6557142857,15.08,NA,NA,21,3
"419","iq",29,"2008-07-15",0.2323857,0.2139571,0.2203,0.1984286,62.84,296.078571429,93.0557142857,16.1428571429,NA,NA,21,3
"420","iq",30,"2008-07-22",0.3270167,0.2091167,0.2837667,0.30955,52.36,296.545714286,92.7771428571,16.5828571429,26.6,32.4,20.8,1
"421","iq",31,"2008-07-29",0.3548,0.34655,0.2674167,0.3921167,44.63,297.044285714,92.0485714286,16.8728571429,26.68,33.4,20.6,5
"422","iq",32,"2008-08-05",0.2002,0.2513857,0.2113429,0.1997286,32.45,297.31,91.0928571429,17.0571428571,27.4,34.2,18.5,2
"423","iq",33,"2008-08-12",0.4303714,0.4330143,0.4369143,0.4657286,26.03,297.214285714,90.7271428571,16.8471428571,27.9,34.8,19.8,5
"424","iq",34,"2008-08-19",0.2833,0.3044714,0.2744571,0.3805,12.88,299.228571429,78.2771428571,15.9985714286,28,38.6,19.2,5
"425","iq",35,"2008-08-26",0.3181857,0.3197667,0.3081714,0.3236,58.2,298.574285714,84.4914285714,16.6528571429,27.8333333333,35.1,20.4,5
"426","iq",36,"2008-09-02",0.3398,0.3691,0.2888,0.3092333,34.59,298.531428571,83.05,16.4657142857,27.35,36.2,20.4,9
"427","iq",37,"2008-09-09",0.2319,0.27625,0.2612,0.2327833,86.14,296.921428571,92.6528571429,17.03,27.9666666667,36.2,20.8,17
"428","iq",38,"2008-09-16",0.2168,0.2773333,0.2089333,0.3362667,65.43,297.588571429,88.5257142857,16.8185714286,27.8,35.6,20.7,19
"429","iq",39,"2008-09-23",0.41495,0.3634286,0.3224,0.4006857,61.38,297.66,90.1814285714,17.0471428571,27.75,37,20.8,25
"430","iq",40,"2008-09-30",0.3930857,0.3782714,0.3437,0.4048429,24.28,299.178571429,79.5028571429,16.3314285714,NA,36,19.6,45
"431","iq",41,"2008-10-07",0.1605571,0.1638714,0.1949333,0.2061143,69.47,300.101428571,78.4542857143,17.0185714286,30.0333333333,37,21.5,34
"432","iq",42,"2008-10-14",0.2882,0.2278571,0.2807571,0.3579714,69.39,298.35,88.8571428571,17.5271428571,26.45,34.7,21,63
"433","iq",43,"2008-10-21",0.3291571,0.2279,0.2733429,0.2568429,52.65,297.867142857,93.8542857143,18.3885714286,27.3333333333,35.5,21.5,44
"434","iq",44,"2008-10-28",0.1617429,0.1962,0.1982714,0.2196143,43.6,298.372857143,92.6085714286,18.4842857143,27.4,35,21.2,50
"435","iq",45,"2008-11-04",0.5010286,0.445,0.4276857,0.5457286,57.85,298.464285714,95.29,19.2528571429,27.82,35.6,21.2,35
"436","iq",46,"2008-11-11",0.3042857,0.2946429,0.3062714,0.4003857,60.36,298.498571429,88.3285714286,17.6257142857,28.3,36,20.5,16
"437","iq",47,"2008-11-18",0.1930571,0.1965286,0.1762571,0.1830571,59.44,298.89,94.1414285714,19.6171428571,27.9666666667,34.5,21.7,16
"438","iq",48,"2008-11-25",0.2510143,0.2883143,0.2537,0.3213,81.11,298.53,95.26,19.3885714286,26.1,33.5,21,13
"439","iq",49,"2008-12-02",0.1643667,0.19635,0.1731333,0.1549167,45.03,298.111428571,94.64,18.7785714286,26.96,33.7,21,9
"440","iq",50,"2008-12-09",0.2894167,0.34778,0.2748286,0.2580857,64.03,298.651428571,88.5514285714,17.7842857143,27.8,35,21.2,15
"441","iq",51,"2008-12-16",0.1783857,0.2191714,0.2497286,0.1923,70.92,298.528571429,91.7771428571,18.5728571429,27.825,35,20.5,4
"442","iq",52,"2008-12-23",0.2634125,0.219875,0.2000875,0.226625,55.11,299.557142857,81.8685714286,17.2485714286,28.08,35.4,21.2,0
"443","iq",1,"2009-01-01",0.1512857,0.1616857,0.1532714,0.1194429,NA,NA,NA,NA,NA,NA,NA,1
"444","iq",2,"2009-01-08",0.2299167,0.12234,0.2611667,0.22305,52.28,297.725714286,95.2228571429,18.4614285714,27.2666666667,34.8,21.1,10
"445","iq",3,"2009-01-15",0.1884857,0.1881857,0.2039143,0.2775,72.03,296.682857143,98.61,17.9957142857,27.18,33.3,21.1,11
"446","iq",4,"2009-01-22",0.1884571,0.1993143,0.2027,0.2139286,76.16,296.55,92.4671428571,16.6414285714,27.5666666667,34,21.8,29
"447","iq",5,"2009-01-29",0.1667333,0.1737333,0.1904333,0.1617167,118.54,297.495714286,94.9285714286,18.13,27.65,33.9,21.1,35
"448","iq",6,"2009-02-05",0.2799143,0.2402857,0.1957286,0.3076571,149.06,297.405714286,97.0071428571,18.4842857143,27.4666666667,35,21,30
"449","iq",7,"2009-02-12",0.1702714,0.1511143,0.1404714,0.1429714,60.51,297.322857143,94.2342857143,17.7657142857,28.1,35,21.2,20
"450","iq",8,"2009-02-19",0.1887857,0.1594571,0.1568714,0.2029857,124.8,297.685714286,92.9057142857,17.8528571429,27.7,35,20.5,21
"451","iq",9,"2009-02-26",0.28236,0.3051167,0.2940833,0.3160167,147.44,297.391428571,95.1214285714,18.1285714286,26.58,33.2,20.5,12
"452","iq",10,"2009-03-05",0.3620714,0.3367,0.3453,0.3792857,58.56,297.844285714,94.3785714286,18.3542857143,28.4,35,21,9
"453","iq",11,"2009-03-12",0.2034286,0.1784429,0.2259714,0.2018714,97.8,297.058571429,98.1342857143,18.3528571429,27.3,33.8,21,11
"454","iq",12,"2009-03-19",0.1578833,0.1921,0.2137286,0.2013857,106.68,297.365714286,95.7085714286,18.1057142857,27.8,33.7,21,9
"455","iq",13,"2009-03-26",0.2235857,0.2591333,0.2632857,0.3057857,100.78,297.152857143,94.9028571429,17.78,28.5,34.4,21.5,5
"456","iq",14,"2009-04-02",0.08905714,0.05895,0.08927143,0.09934286,131.17,297.245714286,96.3957142857,18.1757142857,27.95,34.2,21.7,11
"457","iq",15,"2009-04-09",0.1468429,0.1416571,0.1411857,0.1487714,133.47,297.89,89.6728571429,17.42,27.1333333333,35,21,3
"458","iq",16,"2009-04-16",0.2236,0.1788286,0.175,0.2161429,99.77,296.635714286,97.3,17.7042857143,26.9,33,21.2,5
"459","iq",17,"2009-04-23",0.1953429,0.2856714,0.1611857,0.2023857,52.74,297.545714286,96.6642857143,18.5042857143,26.8,34.4,21.2,5
"460","iq",18,"2009-04-30",0.2835857,0.3455143,0.2374429,0.3161286,99.89,297.404285714,95.0785714286,18.0185714286,27.15,34,21,4
"461","iq",19,"2009-05-07",0.1907571,0.2645571,0.2538857,0.2192,30.73,297.562857143,95.1,18.09,28.1,35,22,4
"462","iq",20,"2009-05-14",0.2077429,0.2278571,0.2542,0.2160429,38.51,297.607142857,93.2985714286,17.8585714286,28.075,35,22,1
"463","iq",21,"2009-05-21",0.3312143,0.2172,0.2093857,0.3445143,66.46,297.724285714,91.79,17.5857142857,28.35,34.6,21.4,0
"464","iq",22,"2009-05-28",0.2383429,0.1973167,0.1655,0.1901429,40.04,296.704285714,97.7428571429,17.83,27.6,34.4,21,2
"465","iq",23,"2009-06-04",0.114,0.09244286,0.09747143,0.1262857,42.22,296.125714286,95.5071428571,16.7571428571,28.1,34,22.2,3
"466","iq",24,"2009-06-11",0.1871286,0.1578,0.1434571,0.1994714,8.74,295.104285714,94.13,15.4828571429,24.6666666667,33.5,20,3
"467","iq",25,"2009-06-18",0.2916714,0.3070286,0.3562286,0.3891143,43.32,296.031428571,93.9714285714,16.3628571429,27.05,33.5,19.4,5
"468","iq",26,"2009-06-25",0.2708,0.2051833,0.2401286,0.2001571,141.65,297.217142857,94.5557142857,17.6671428571,27.375,33.4,21.2,2
"469","iq",27,"2009-07-02",0.1868571,0.1769143,0.2230714,0.2189857,68.15,296.452857143,94.5385714286,16.8742857143,27.45,33.4,21.4,1
"470","iq",28,"2009-07-09",0.3859143,0.2903833,0.3364286,0.2927857,91.4,296.065714286,95.3857142857,16.68,27.6,33.4,21.6,2
"471","iq",29,"2009-07-16",0.21965,0.37805,0.2238714,0.2659,65.19,296.527142857,94.6242857143,16.92,26.825,34.5,21.3,0
"472","iq",30,"2009-07-23",0.2078833,0.28085,0.1756,0.2616,35.82,296.525714286,88.23,15.51,26.95,32.2,21,0
"473","iq",31,"2009-07-30",0.1543571,0.1152714,0.1534571,0.1559,51.77,297.087142857,89.9714285714,16.6028571429,27,33.5,20.5,3
"474","iq",32,"2009-08-06",0.395,0.3527333,0.4842857,0.4019143,9.79,297.37,87.8114285714,16.3371428571,27.975,35.4,20.5,5
"475","iq",33,"2009-08-13",0.3308857,0.4083,0.4433571,0.3347714,35.23,298.357142857,87.11,17.04,27.7,33.4,21,5
"476","iq",34,"2009-08-20",0.2206286,0.1943571,0.2785714,0.2604571,6.52,298.677142857,80.64,16.2285714286,28.32,36.2,21.2,7
"477","iq",35,"2009-08-27",0.2453429,0.1859857,0.1813429,0.2820571,95.83,298.997142857,88.1771428571,18.1228571429,29,36.2,22,5
"478","iq",36,"2009-09-03",0.5083571,0.4544286,0.5383143,0.5148286,83.02,297.388571429,94.9928571429,17.9885714286,27.6,34.2,21,2
"479","iq",37,"2009-09-10",0.1896167,0.192,0.2368143,0.2696857,13.74,299.855714286,75.2328571429,15.8657142857,29.1666666667,37.4,21.4,2
"480","iq",38,"2009-09-17",0.26632,0.3133667,0.1956571,0.3070714,40.17,299.47,78.1185714286,16.2028571429,28.85,37.2,20.4,2
"481","iq",39,"2009-09-24",0.2943143,0.2706714,0.3020714,0.2540143,78.68,299.324285714,83.7628571429,17.38,28.8666666667,37,21,0
"482","iq",40,"2009-10-01",0.2063,0.2552571,0.2799571,0.2066571,57.18,298.034285714,91.5757142857,17.9471428571,27.95,35.2,20.5,2
"483","iq",41,"2009-10-08",0.2322714,0.2725,0.2715714,0.2853857,20.58,298.707142857,89.31,18.1342857143,27.64,34.8,21,1
"484","iq",42,"2009-10-15",0.2974143,0.2821714,0.2559286,0.3197857,30.49,299.737142857,79.2228571429,16.8957142857,27.75,34.2,21.2,1
"485","iq",43,"2009-10-22",0.2968,0.3084857,0.3623,0.3616571,82.59,298.855714286,90.6571428571,18.6614285714,27.7333333333,35.3,21,2
"486","iq",44,"2009-10-29",0.2907571,0.23795,0.3176857,0.2616,77.38,298.678571429,93.8085714286,19.2542857143,27.8,35.2,21,2
"487","iq",45,"2009-11-05",0.3886714,0.3728167,0.2499,0.3730143,45.79,299.161428571,90.3728571429,18.9371428571,29.8666666667,36.8,21.2,3
"488","iq",46,"2009-11-12",0.3688714,0.3799571,0.3800286,0.4679286,96.23,300.321428571,84.3114285714,18.6642857143,28.94,35.3,21.9,9
"489","iq",47,"2009-11-19",0.40705,0.3351,0.3665,0.38935,29.72,300.485714286,80.7871428571,17.8071428571,28.9,36.2,22.3,5
"490","iq",48,"2009-11-26",0.3361143,0.2877667,0.3254571,0.3576,38.17,299.455714286,89.5942857143,19.0014285714,28.4333333333,36.2,21.8,5
"491","iq",49,"2009-12-03",0.3485286,0.2904,0.4106143,0.3704571,73.45,298.762857143,91.7085714286,18.6714285714,28.025,35.3,22.2,4
"492","iq",50,"2009-12-10",0.1922,0.1935286,0.2398857,0.2858857,85.62,299.198571429,87.7528571429,18.3042857143,28.55,35.2,21.2,4
"493","iq",51,"2009-12-17",0.2176,0.2403,0.1817714,0.2623,81.21,298.347142857,92.9585714286,18.6014285714,28.2,35.6,22,1
"494","iq",52,"2009-12-24",0.2104222,0.2571375,0.2211333,0.3002556,98.79,297.181428571,96.8857142857,18.18,27.2,32.2,21.8,0
"495","iq",53,"2010-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"496","iq",1,"2010-01-08",0.1245714,0.1791286,0.1638429,0.1354714,27.04,299.264285714,78.2714285714,16.1271428571,28.6,35.1,21.8,10
"497","iq",2,"2010-01-15",0.1452857,0.1423143,0.1353,0.1675286,32.99,298.297142857,89.8071428571,17.7585714286,27.8333333333,34.2,22.1,9
"498","iq",3,"2010-01-22",0.2521143,0.2304857,0.1873286,0.3027857,19.04,298.925714286,87.6414285714,18.0014285714,28.9666666667,35.2,22.5,17
"499","iq",4,"2010-01-29",0.2632714,0.2306,0.2188714,0.2612857,138.51,298.291428571,91.7985714286,18.1928571429,27.8,35.3,22.4,16
"500","iq",5,"2010-02-05",0.1701,0.1421167,0.1179143,0.1393429,47.31,298.754285714,90.6485714286,18.5228571429,27.8,34.2,22,11
"501","iq",6,"2010-02-12",0.2307571,0.1892571,0.1634857,0.2388714,78.25,298.251428571,96.5157142857,19.3457142857,27,33.2,22.9,12
"502","iq",7,"2010-02-19",0.2933,0.2478286,0.2066286,0.2666714,32.19,299.648571429,88.3657142857,18.8571428571,27.3,35.5,21.4,19
"503","iq",8,"2010-02-26",0.3036571,0.2600571,0.2254857,0.3333143,84.67,298.917142857,94.9157142857,19.7728571429,28.02,35.4,21.4,15
"504","iq",9,"2010-03-05",0.1273167,0.18116,0.1204667,0.1427667,80.58,298.337142857,97.7,19.7542857143,28.5,35.4,21.2,12
"505","iq",10,"2010-03-12",0.3117286,0.2926857,0.2725857,0.3948,57.78,298.837142857,96.25,20.0914285714,28.55,35.4,21.4,12
"506","iq",11,"2010-03-19",0.2946,0.2509714,0.2814714,0.3416429,121.2,299.191428571,96.1242857143,20.4614285714,30,36,22,16
"507","iq",12,"2010-03-26",0.2662857,0.3012333,0.296,0.2957429,51.29,299.004285714,93.0828571429,19.3685714286,27.4666666667,34.5,21,9
"508","iq",13,"2010-04-02",0.1414333,0.2047286,0.2509714,0.1452429,49.8,299.002857143,88.7071428571,18.2142857143,27.9333333333,35.3,21,4
"509","iq",14,"2010-04-09",0.2428429,0.2727571,0.2022714,0.2601143,93.76,299.115714286,95.1828571429,20.0785714286,29.2,35.4,22.5,9
"510","iq",15,"2010-04-16",0.1576857,0.1566143,0.1840143,0.1358857,17.33,298.305714286,93.6557142857,18.6771428571,27.15,33,21.2,6
"511","iq",16,"2010-04-23",0.2314857,0.2946857,0.3316571,0.2444,86.7,298.438571429,95.9957142857,19.4485714286,27.85,33.5,22.5,8
"512","iq",17,"2010-04-30",0.2397429,0.2592714,0.3077857,0.3079429,26,299.048571429,87.6571428571,18.0685714286,28.85,36.2,21.4,4
"513","iq",18,"2010-05-07",0.2608143,0.2557857,0.2577714,0.3402857,73.97,297.617142857,96.7128571429,18.6028571429,27.6,33.2,21.4,2
"514","iq",19,"2010-05-14",0.1686857,0.1585,0.1330714,0.1456,59.4,297.278571429,97.4457142857,18.3914285714,27.4,33.7,21.2,7
"515","iq",20,"2010-05-21",0.2630714,0.2725,0.2582714,0.2445,1.15,297.648571429,78.9985714286,14.9085714286,25.6333333333,34,20,6
"516","iq",21,"2010-05-28",0.34275,0.3189,0.2563429,0.2925143,55.3,299.334285714,88.7657142857,18.4857142857,28.6333333333,35.4,22.4,5
"517","iq",22,"2010-06-04",0.1601571,0.1603714,0.1360429,0.2256571,86.47,298.33,91.6,18.07,27.4333333333,34.7,21.7,8
"518","iq",23,"2010-06-11",0.2470571,0.1460571,0.2503571,0.2337143,58.94,296.598571429,94.28,17.0085714286,24.4,32.2,19.2,1
"519","iq",24,"2010-06-18",0.3339143,0.2457714,0.2788857,0.3254857,59.67,296.345714286,94.66,16.8157142857,25.4333333333,31.2,21,1
"520","iq",25,"2010-06-25",0.2981857,0.2329714,0.2742143,0.3157571,63.22,298.097142857,89.0828571429,17.3557142857,27.475,33.7,22.2,4
